"fieldid.x","labid","rep.x","defecator","speciessimpleid.x","final_scientific","species","genus","family","order","class","phylum","final_common","genus_group","family_group","order_group","class_group","best_match_pid.mean","total_reads","rep_reads","spec_reads","p_reads","replicates"
"DESC_0282_21","DESC22","repa","Vulpes vulpes","Cervus canadensis","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",100,222814,68846,8716,0.039117829220785,1
"DESC_0282_21","DESC22","repa","Vulpes vulpes","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",100,222814,68846,23918,0.107345139892466,1
"DESC_0282_21","DESC22","repa","Vulpes vulpes","Peromyscus maniculatus","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",100,222814,68846,190180,0.853537030886749,1
"DESC_0282_21","DESC22","repb","Vulpes vulpes","Cervus canadensis","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",100,222814,87298,8716,0.039117829220785,1
"DESC_0282_21","DESC22","repb","Vulpes vulpes","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",100,222814,87298,23918,0.107345139892466,1
"DESC_0282_21","DESC22","repb","Vulpes vulpes","Peromyscus maniculatus","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",100,222814,87298,190180,0.853537030886749,1
"DESC_0282_21","DESC22","repc","Vulpes vulpes","Cervus canadensis","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",100,222814,66670,8716,0.039117829220785,1
"DESC_0282_21","DESC22","repc","Vulpes vulpes","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",100,222814,66670,23918,0.107345139892466,1
"DESC_0282_21","DESC22","repc","Vulpes vulpes","Peromyscus maniculatus","Peromyscus maniculatus","maniculatus","Peromyscus","Cricetidae","Rodentia","Mammalia","Chordata","Deer mouse","Deer mice","Cricetids","Rodents","Mammals",100,222814,66670,190180,0.853537030886749,1
"DESC_0282_23","DESC24","repa","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,40946,8434,1294,0.0316025985444244,1
"DESC_0282_23","DESC24","repa","Vulpes vulpes","Myodes californicus","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Chordata","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",100,40946,8434,20790,0.507741903971084,1
"DESC_0282_23","DESC24","repa","Vulpes vulpes","Phenacomys intermedius","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Chordata","Western heather vole","Vole","Cricetids","Rodents","Mammals",99.02,40946,8434,18862,0.460655497484492,1
"DESC_0282_23","DESC24","repb","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,40946,10111,1294,0.0316025985444244,1
"DESC_0282_23","DESC24","repb","Vulpes vulpes","Myodes californicus","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Chordata","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",100,40946,10111,20790,0.507741903971084,1
"DESC_0282_23","DESC24","repb","Vulpes vulpes","Phenacomys intermedius","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Chordata","Western heather vole","Vole","Cricetids","Rodents","Mammals",99.02,40946,10111,18862,0.460655497484492,1
"DESC_0282_23","DESC24","repc","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,40946,22401,1294,0.0316025985444244,1
"DESC_0282_23","DESC24","repc","Vulpes vulpes","Myodes californicus","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Chordata","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",100,40946,22401,20790,0.507741903971084,1
"DESC_0282_23","DESC24","repc","Vulpes vulpes","Phenacomys intermedius","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Chordata","Western heather vole","Vole","Cricetids","Rodents","Mammals",99.02,40946,22401,18862,0.460655497484492,1
"DESC_0282_3","DESC03","repa","Vulpes vulpes","Phenacomys intermedius","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Chordata","Western heather vole","Vole","Cricetids","Rodents","Mammals",98.68,18472,4447,18472,1,1
"DESC_0282_3","DESC03","repb","Vulpes vulpes","Phenacomys intermedius","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Chordata","Western heather vole","Vole","Cricetids","Rodents","Mammals",98.68,18472,6785,18472,1,1
"DESC_0282_3","DESC03","repc","Vulpes vulpes","Phenacomys intermedius","Phenacomys intermedius","intermedius","Phenacomys","Cricetidae","Rodentia","Mammalia","Chordata","Western heather vole","Vole","Cricetids","Rodents","Mammals",98.68,18472,7240,18472,1,1
"DESC_0282_30","DESC31","repa","Vulpes vulpes","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,106597,13738,106597,1,1
"DESC_0282_30","DESC31","repb","Vulpes vulpes","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,106597,39905,106597,1,1
"DESC_0282_30","DESC31","repc","Vulpes vulpes","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,106597,52954,106597,1,1
"DESC_0282_32","DESC33","repa","Vulpes vulpes","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,32774,3328,32774,1,1
"DESC_0282_32","DESC33","repb","Vulpes vulpes","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,32774,12288,32774,1,1
"DESC_0282_32","DESC33","repc","Vulpes vulpes","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",99.505,32774,17158,32774,1,1
"DESC_0282_33","DESC34","repa","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.52825,174464,45334,174464,1,1
"DESC_0282_33","DESC34","repb","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.52825,174464,77108,174464,1,1
"DESC_0282_33","DESC34","repc","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.52825,174464,52022,174464,1,1
"DESC_0282_35","DESC36","repa","Vulpes vulpes","Larus sp.","Larus sp.","sp.","Larus","Charadriidae","Charadriiformes","Aves","Chordata","Gull","Gull","Gulls","Gulls and shorebirds","Birds",100,6097,596,1435,0.235361653272101,1
"DESC_0282_35","DESC36","repa","Vulpes vulpes","Myodes californicus","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Chordata","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",100,6097,596,3978,0.652452025586354,1
"DESC_0282_35","DESC36","repa","Vulpes vulpes","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,6097,596,684,0.112186321141545,1
"DESC_0282_35","DESC36","repb","Vulpes vulpes","Larus sp.","Larus sp.","sp.","Larus","Charadriidae","Charadriiformes","Aves","Chordata","Gull","Gull","Gulls","Gulls and shorebirds","Birds",100,6097,1206,1435,0.235361653272101,1
"DESC_0282_35","DESC36","repb","Vulpes vulpes","Myodes californicus","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Chordata","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",100,6097,1206,3978,0.652452025586354,1
"DESC_0282_35","DESC36","repb","Vulpes vulpes","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,6097,1206,684,0.112186321141545,1
"DESC_0282_35","DESC36","repc","Vulpes vulpes","Larus sp.","Larus sp.","sp.","Larus","Charadriidae","Charadriiformes","Aves","Chordata","Gull","Gull","Gulls","Gulls and shorebirds","Birds",100,6097,4295,1435,0.235361653272101,1
"DESC_0282_35","DESC36","repc","Vulpes vulpes","Myodes californicus","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Chordata","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",100,6097,4295,3978,0.652452025586354,1
"DESC_0282_35","DESC36","repc","Vulpes vulpes","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,6097,4295,684,0.112186321141545,1
"DESC_0282_39","DESC41","repa","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,1804,916,506,0.280487804878049,1
"DESC_0282_39","DESC41","repa","Vulpes vulpes","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",100,1804,916,1298,0.719512195121951,1
"DESC_0282_39","DESC41","repb","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,1804,118,506,0.280487804878049,1
"DESC_0282_39","DESC41","repb","Vulpes vulpes","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",100,1804,118,1298,0.719512195121951,1
"DESC_0282_39","DESC41","repc","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,1804,770,506,0.280487804878049,1
"DESC_0282_39","DESC41","repc","Vulpes vulpes","Tamias sp","Tamias sp.","sp.","Tamias","Sciuridae","Rodentia","Mammalia","Chordata","Chipmunk","Chipmunk","Squirrels","Rodents","Mammals",100,1804,770,1298,0.719512195121951,1
"DESC_0282_41","DESC43","repa","Vulpes vulpes","Cervus canadensis","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",99.755,38754,1052,36108,0.931723176962378,1
"DESC_0282_41","DESC43","repa","Vulpes vulpes","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,38754,1052,2646,0.0682768230376219,1
"DESC_0282_41","DESC43","repb","Vulpes vulpes","Cervus canadensis","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",99.755,38754,324,36108,0.931723176962378,1
"DESC_0282_41","DESC43","repb","Vulpes vulpes","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,38754,324,2646,0.0682768230376219,1
"DESC_0282_41","DESC43","repc","Vulpes vulpes","Cervus canadensis","Cervus canadensis","canadensis","Cervus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Elk","Elk","Deer and elk","Even-toed ungulates","Mammals",99.755,38754,37378,36108,0.931723176962378,1
"DESC_0282_41","DESC43","repc","Vulpes vulpes","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,38754,37378,2646,0.0682768230376219,1
"DESC_0282_42","DESC44","repa","Vulpes vulpes","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,64714,21124,13000,0.200883889112093,1
"DESC_0282_42","DESC44","repa","Vulpes vulpes","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",99.6733333333333,64714,21124,24444,0.377723521958154,1
"DESC_0282_42","DESC44","repa","Vulpes vulpes","Sorex sp.","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Chordata","Shrew","Shrew","Shrews","Moles and shrews","Mammals",100,64714,21124,27270,0.421392588929752,1
"DESC_0282_42","DESC44","repb","Vulpes vulpes","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,64714,15054,13000,0.200883889112093,1
"DESC_0282_42","DESC44","repb","Vulpes vulpes","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",99.6733333333333,64714,15054,24444,0.377723521958154,1
"DESC_0282_42","DESC44","repb","Vulpes vulpes","Sorex sp.","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Chordata","Shrew","Shrew","Shrews","Moles and shrews","Mammals",100,64714,15054,27270,0.421392588929752,1
"DESC_0282_42","DESC44","repc","Vulpes vulpes","Lepus americanus","Lepus americanus","americanus","Lepus","Leporidae","Lagomorpha","Mammalia","Chordata","Snowshoe hare","Hare","Rabbits and hares","Lagomorphs","Mammals",98.02,64714,28536,13000,0.200883889112093,1
"DESC_0282_42","DESC44","repc","Vulpes vulpes","Odocoileus sp.","Odocoileus sp.","sp.","Odocoileus","Cervidae","Cetartiodactyla","Mammalia","Chordata","Deer","Deer","Deer and elk","Even-toed ungulates","Mammals",99.6733333333333,64714,28536,24444,0.377723521958154,1
"DESC_0282_42","DESC44","repc","Vulpes vulpes","Sorex sp.","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Chordata","Shrew","Shrew","Shrews","Moles and shrews","Mammals",100,64714,28536,27270,0.421392588929752,1
"DESC_0459_9","DESC149","repa","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,14150,3608,634,0.0448056537102473,1
"DESC_0459_9","DESC149","repa","Vulpes vulpes","Myodes californicus","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Chordata","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",100,14150,3608,3630,0.256537102473498,1
"DESC_0459_9","DESC149","repa","Vulpes vulpes","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,14150,3608,4978,0.351802120141343,1
"DESC_0459_9","DESC149","repa","Vulpes vulpes","Sorex sp.","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Chordata","Shrew","Shrew","Shrews","Moles and shrews","Mammals",100,14150,3608,4908,0.346855123674912,1
"DESC_0459_9","DESC149","repb","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,14150,2740,634,0.0448056537102473,1
"DESC_0459_9","DESC149","repb","Vulpes vulpes","Myodes californicus","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Chordata","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",100,14150,2740,3630,0.256537102473498,1
"DESC_0459_9","DESC149","repb","Vulpes vulpes","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,14150,2740,4978,0.351802120141343,1
"DESC_0459_9","DESC149","repb","Vulpes vulpes","Sorex sp.","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Chordata","Shrew","Shrew","Shrews","Moles and shrews","Mammals",100,14150,2740,4908,0.346855123674912,1
"DESC_0459_9","DESC149","repc","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",100,14150,7802,634,0.0448056537102473,1
"DESC_0459_9","DESC149","repc","Vulpes vulpes","Myodes californicus","Myodes californicus","californicus","Myodes","Cricetidae","Rodentia","Mammalia","Chordata","Western red-backed vole","Vole","Cricetids","Rodents","Mammals",100,14150,7802,3630,0.256537102473498,1
"DESC_0459_9","DESC149","repc","Vulpes vulpes","Scapanus sp.","Scapanus sp.","sp.","Scapanus","Talpidae","Euliptophyla","Mammalia","Chordata","Mole","Mole","Moles","Moles and shrews","Mammals",100,14150,7802,4978,0.351802120141343,1
"DESC_0459_9","DESC149","repc","Vulpes vulpes","Sorex sp.","Sorex sp.","sp.","Sorex","Soricidae","Soricimorpha","Mammalia","Chordata","Shrew","Shrew","Shrews","Moles and shrews","Mammals",100,14150,7802,4908,0.346855123674912,1
"DESC0282_19","DESC20","repa","Vulpes vulpes","Dendragapus fuliginosus","Dendragapus fuliginosus","fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata","Sooty grouse","Grouse","Gamebirds","Gamebirds","Birds",100,97411,32568,26094,0.267875291291538,1
"DESC0282_19","DESC20","repa","Vulpes vulpes","Marmota flaviventris","Marmota flaviventris","flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata","Yellow-bellied marmot","Marmot","Squirrels","Rodents","Mammals",99.495,97411,32568,70674,0.725523811479196,1
"DESC0282_19","DESC20","repb","Vulpes vulpes","Dendragapus fuliginosus","Dendragapus fuliginosus","fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata","Sooty grouse","Grouse","Gamebirds","Gamebirds","Birds",100,97411,44678,26094,0.267875291291538,1
"DESC0282_19","DESC20","repb","Vulpes vulpes","Marmota flaviventris","Marmota flaviventris","flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata","Yellow-bellied marmot","Marmot","Squirrels","Rodents","Mammals",99.495,97411,44678,70674,0.725523811479196,1
"DESC0282_19","DESC20","repc","Vulpes vulpes","Dendragapus fuliginosus","Dendragapus fuliginosus","fuliginosus","Dendragapus","Phaisianidae","Galliformes","Aves","Chordata","Sooty grouse","Grouse","Gamebirds","Gamebirds","Birds",100,97411,20165,26094,0.267875291291538,1
"DESC0282_19","DESC20","repc","Vulpes vulpes","Marmota flaviventris","Marmota flaviventris","flaviventris","Marmota","Sciuridae","Rodentia","Mammalia","Chordata","Yellow-bellied marmot","Marmot","Squirrels","Rodents","Mammals",99.495,97411,20165,70674,0.725523811479196,1
"KLAM_0001_07","KLAM_0001_07","repa","Vulpes vulpes","Salvelinus fontinalis","Salvelinus fontinalis","fontinalis","Salvelinus","Salmonidae","Salmoniformes","Actinopterygii","Chordata","Trout","Trout","Salmon and trout","Salmon and trout","Fishes",100,138748,49626,138748,1,1
"KLAM_0001_07","KLAM_0001_07","repb","Vulpes vulpes","Salvelinus fontinalis","Salvelinus fontinalis","fontinalis","Salvelinus","Salmonidae","Salmoniformes","Actinopterygii","Chordata","Trout","Trout","Salmon and trout","Salmon and trout","Fishes",100,138748,26088,138748,1,1
"KLAM_0001_07","KLAM_0001_07","repc","Vulpes vulpes","Salvelinus fontinalis","Salvelinus fontinalis","fontinalis","Salvelinus","Salmonidae","Salmoniformes","Actinopterygii","Chordata","Trout","Trout","Salmon and trout","Salmon and trout","Fishes",100,138748,63034,138748,1,1
"LINN_0455_15","LINN15","repa","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.67,87716,38600,87716,1,1
"LINN_0455_15","LINN15","repb","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.67,87716,0,87716,1,0
"LINN_0455_15","LINN15","repc","Vulpes vulpes","Callospermophilus lateralis","Callospermophilus lateralis","lateralis","Callospermophilus","Sciuridae","Rodentia","Mammalia","Chordata","Golden-mantled ground squirrel","Ground squirrel","Squirrels","Rodents","Mammals",99.67,87716,49116,87716,1,1
